target_id	length	eff_length	est_counts	tpm
XM_011413994.3	13498	13399	3.60193	0.287513
XM_011414000.3	1926	1827	63.4598	37.1496
XM_011414001.3	1731	1632	95	62.2584
XM_011414002.3	1343	1244	1	0.859754
XM_011414007.3	3220	3121	1	0.34269
XM_011414010.3	1906	1807	13.5371	8.01237
XM_011414011.3	2514	2415	0	0
XM_011414013.3	2231	2132	0	0
XM_011414014.3	2742	2643	0	0
XM_011414015.3	2209	2110	0	0
XM_011414021.3	3015	2916	5	1.83391
XM_011414022.3	1884	1785	3.11039	1.86368
XM_011414023.3	1647	1548	3	2.07274
XM_011414024.3	2888	2789	1	0.383483
XM_011414025.3	1976	1877	0	0
XM_011414027.3	1729	1630	6	3.93694
XM_011414028.3	2356	2257	0	0
XM_011414031.3	1831	1732	11	6.79265
XM_011414033.3	1253	1154	2	1.85361
XM_011414034.3	1244	1145	0	0
XM_011414036.3	1241	1142	0	0
XM_011414037.3	2800	2701	23	9.10747
XM_011414038.3	2719	2620	0	0
XM_011414039.3	4264	4165	48	12.326
XM_011414041.3	4210	4111	0	0
XM_011414043.3	1436	1337	0	0
XM_011414044.3	1398	1299	0	0
XM_011414047.3	959	860	5	6.21822
XM_011414056.3	980	881	0	0
XM_011414058.3	720	621	0	0
XM_011414059.3	691	592	0	0
XM_011414060.3	1165	1066	0	0
XM_011414061.3	1112	1013	0	0
XM_011414062.3	3449	3350	5	1.59632
XM_011414065.3	2458	2359	0	0
XM_011414068.3	1131	1032	4	4.14548
XM_011414082.3	1934	1835	15	8.74279
XM_011414093.3	2059	1960	1	0.545681
XM_011414106.3	2201	2102	13	6.61463
XM_011414107.3	2275	2176	0	0
XM_011414108.3	1043	944	6	6.79789
XM_011414111.3	2428	2329	53.3336	24.4921
XM_011414112.3	1193	1094	49	47.9042
XM_011414113.3	2734	2635	4.26888e-07	1.73272e-07
XM_011414114.3	2700	2601	0.863243	0.354967
XM_011414115.3	2697	2598	3.13676	1.29133
XM_011414116.3	3528	3429	7.28494	2.27223
XM_011414117.3	3171	3072	0	0
XM_011414118.3	3098	2999	4.06839e-07	1.45091e-07
XM_011414120.2	2004	1905	0	0
XM_011414124.3	1356	1257	8	6.8069
XM_011414126.3	2873	2774	0	0
XM_011414127.3	2773	2674	0.00163352	0.000653369
XM_011414128.3	3687	3588	21	6.25982
XM_011414129.3	2991	2892	8	2.9586
XM_011414130.3	816	717	0	0
XM_011414131.3	2000	1901	1.70716	0.960474
XM_011414132.3	2816	2717	11	4.3301
XM_011414133.3	1755	1656	8	5.16683
XM_011414135.3	1689	1590	1.32546	0.891589
XM_011414136.3	1614	1515	0	0
XM_011414137.3	1596	1497	0	0
XM_011414141.3	1452	1353	24	18.9718
XM_011414142.3	3450	3351	0	0
XM_011414143.3	3044	2945	10	3.63169
XM_011414145.3	2633	2534	26	10.9739
XM_011414146.3	753	654	0	0
XM_011414147.3	697	598	0	0
XM_011414148.3	678	579	1.52523e-07	2.81741e-07
XM_011414149.3	2005	1906	23	12.9062
XM_011414150.3	1799	1700	0	0
XM_011414151.3	2186	2087	0	0
XM_011414152.3	3041	2942	0	0
XM_011414153.3	1023	924	18	20.8351
XM_011414154.3	875	776	4	5.51306
XM_011414155.3	575	476	1	2.24692
XM_011414156.3	1538	1439	77	57.2301
XM_011414157.3	615	516	1527	3165.07
XM_011414159.3	2129	2030	0	0
XM_011414160.3	1785	1686	0	0
XM_011414161.3	1795	1696	21	13.2431
XM_011414164.3	902	803	14.4392	19.2319
XM_011414165.3	1628	1529	0	0
XM_011414166.3	1444	1345	5.56083	4.42193
XM_011414168.3	625	526	0	0
XM_011414169.3	2043	1944	0	0
XM_011414170.3	1528	1429	0	0
XM_011414173.3	950	851	12.6664	15.9191
XM_011414175.3	1148	1049	0	0
XM_011414177.3	1424	1325	29	23.4087
XM_011414188.3	2196	2097	20.5059	10.4586
XM_011414189.3	2418	2319	4.28651	1.97696
XM_011414198.3	3049	2950	29	10.5141
XM_011414204.3	1736	1637	0	0
XM_011414205.3	2631	2532	3	1.26722
XM_011414208.3	2157	2058	0	0
XM_011414209.3	2634	2535	4	1.68763
XM_011414211.3	2257	2158	2	0.991227
XM_011414212.3	7851	7752	3.22639e-08	4.45141e-09
XM_011414214.3	2059	1960	0	0
XM_011414219.3	963	864	2	2.47577
XM_011414222.2	7744	7645	0	0
XM_011414225.3	2339	2240	0	0
XM_011414226.3	5727	5628	62.6853	11.9126
XM_011414228.3	1094	995	0	0
XM_011414230.3	7727	7628	1.05209e-07	1.47515e-08
XM_011414231.3	2098	1999	0	0
XM_011414232.3	5181	5082	0	0
XM_011414233.3	2095	1996	0	0
XM_011414238.3	1086	987	1.13944	1.23472
XM_011414239.2	7727	7628	1.05209e-07	1.47515e-08
XM_011414244.3	1423	1324	44.4045	35.8702
XM_011414248.3	3683	3584	67	19.9941
XM_011414250.3	2458	2359	3	1.36015
XM_011414253.3	3892	3793	2.82141	0.79557
XM_011414254.3	3043	2944	0	0
XM_011414255.3	7845	7746	7.66775e-08	1.05873e-08
XM_011414256.3	992	893	0	0
XM_011414257.3	1002	903	0	0
XM_011414258.3	2370	2271	11	5.18048
XM_011414260.3	3650	3551	5	1.50596
XM_011414261.3	2538	2439	7	3.06959
XM_011414263.3	7824	7725	70	9.69157
XM_011414269.2	2106	2007	5	2.66451
XM_011414270.3	2145	2046	0	0
XM_011414271.3	1339	1240	10.0373	8.65742
XM_011414273.3	677	578	37	68.465
XM_011414274.3	1699	1600	0	0
XM_011414275.3	2147	2048	1.12434e-08	5.87169e-09
XM_011414276.3	2341	2242	1	0.477045
XM_011414277.2	1072	973	40	43.9685
XM_011414280.3	1717	1618	7	4.62716
XM_011414282.3	2022	1923	2.61224	1.45287
XM_011414284.3	1793	1694	1	0.631366
XM_011414285.3	1473	1374	23.0754	17.9621
XM_011414286.3	1526	1427	26.9245	20.1799
XM_011414287.3	1491	1392	1.10574e-05	8.49587e-06
XM_011414290.3	2440	2341	0	0
XM_011414295.3	2515	2416	2	0.885376
XM_011414313.3	1395	1296	6	4.95155
XM_011414314.3	4844	4745	28	6.31127
XM_011414316.3	1956	1857	16	9.21516
XM_011414319.3	1291	1192	0	0
XM_011414320.3	1290	1191	0	0
XM_011414321.3	2638	2539	161	67.82
XM_011414324.3	1230	1131	0	0
XM_011414325.3	935	836	83	106.186
XM_011414327.3	1081	982	0	0
XM_011414328.3	1116	1017	0	0
XM_011414329.3	904	805	5	6.64307
XM_011414333.3	981	882	0	0
XM_011414334.3	1367	1268	1	0.843481
XM_011414342.3	2758	2659	14	5.63124
XM_011414343.3	2718	2619	0	0
XM_011414344.3	2695	2596	0	0
XM_011414346.3	1138	1039	18.6314	19.179
XM_011414352.3	3253	3154	85	28.8238
XM_011414353.3	1968	1869	0	0
XM_011414354.3	1882	1783	16.9906	10.1918
XM_011414358.3	2060	1961	0	0
XM_011414366.3	2120	2021	0	0
XM_011414371.3	733	634	0	0
XM_011414372.3	737	638	0	0
XM_011414373.3	1971	1872	0	0
XM_011414376.3	1267	1168	0	0
XM_011414378.3	2204	2105	0	0
XM_011414379.3	1331	1232	0	0
XM_011414380.3	1864	1765	0.347697	0.210694
XM_011414381.3	1858	1759	15.6523	9.51715
XM_011414382.3	1990	1891	0	0
XM_011414386.3	2449	2350	0.00453105	0.00206218
XM_011414388.3	3246	3147	3	1.01957
XM_011414389.2	2057	1958	0	0
XM_011414391.3	1358	1259	1	0.849511
XM_011414393.3	5310	5211	2.47335	0.507645
XM_011414394.3	4337	4238	0	0
XM_011414395.3	4424	4325	0	0
XM_011414396.3	4797	4698	2.53897	0.578015
XM_011414398.3	4384	4285	0	0
XM_011414402.3	4928	4829	0	0
XM_011414404.3	4805	4706	98.3829	22.3595
XM_011414414.3	2055	1956	0	0
XM_011414418.3	3538	3439	17	5.28703
XM_011414437.3	1997	1898	2	1.12701
XM_011414451.3	1484	1385	0	0
XM_011414452.3	1949	1850	3	1.73438
XM_011414454.3	1530	1431	12	8.96884
XM_011414455.3	1362	1263	6	5.08092
XM_011414456.3	2582	2483	1	0.430743
XM_011414457.3	3088	2989	12	4.29388
XM_011414463.3	4538	4439	0	0
XM_011414464.1	1317	1218	0	0
XM_011414465.3	2342	2243	13	6.19882
XM_011414466.3	5485	5386	5.36972e-08	1.0663e-08
XM_011414467.3	5329	5230	5.78281e-06	1.18258e-06
XM_011414473.3	1049	950	0	0
XM_011414474.3	1736	1637	0	0
XM_011414475.3	901	802	0	0
XM_011414476.3	1965	1866	5.38977	3.08925
XM_011414478.3	3354	3255	328.356	107.892
XM_011414479.3	3313	3214	32.6439	10.863
XM_011414480.3	3751	3652	15	4.39294
XM_011414481.3	1706	1607	25	16.6387
XM_011414482.3	2158	2059	132	68.5665
XM_011414483.3	3426	3327	115	36.9692
XM_011414484.3	947	848	0	0
XM_011414485.3	935	836	0	0
XM_011414486.3	926	827	0	0
XM_011414488.3	2191	2092	0	0
XM_011414489.3	1921	1822	10	5.87011
XM_011414491.3	2693	2594	0	0
XM_011414492.3	2500	2401	13	5.7909
XM_011414494.3	699	600	1	1.78256
XM_011414495.2	2328	2229	0	0
XM_011414498.3	2377	2278	11	5.16456
XM_011414504.3	1202	1103	0	0
XM_011414505.3	1196	1097	0	0
XM_011414506.3	1127	1028	0	0
XM_011414511.3	3531	3432	0	0
XM_011414512.3	713	614	0	0
XM_011414513.3	1745	1646	13	8.44711
XM_011414515.3	1157	1058	0	0
XM_011414517.3	953	854	0	0
XM_011414518.3	1518	1419	1	0.753724
XM_011414519.3	1320	1221	19.4952	17.0768
XM_011414521.3	1108	1009	0	0
XM_011414523.2	945	846	38.4399	48.5967
XM_011414524.3	759	660	5	8.10253
XM_011414525.3	1497	1398	0	0
XM_011414526.3	1164	1065	5	5.02129
XM_011414529.3	963	864	2.09874	2.59801
XM_011414531.3	2120	2021	56.9996	30.1648
XM_011414532.3	2104	2005	0.000372065	0.000198472
XM_011414533.3	1853	1754	0	0
XM_011414534.3	1680	1581	10	6.76492
XM_011414535.3	771	672	31	49.3386
XM_011414541.3	4998	4899	38	8.29604
XM_011414547.3	3337	3238	0	0
XM_011414548.3	3328	3229	0	0
XM_011414549.3	3328	3229	0	0
XM_011414550.3	3319	3220	0	0
XM_011414551.3	3316	3217	0	0
XM_011414554.3	3316	3217	0	0
XM_011414555.3	3301	3202	0	0
XM_011414556.3	3295	3196	0	0
XM_011414557.3	3286	3187	0	0
XM_011414558.3	3280	3181	0	0
XM_011414559.3	3280	3181	0	0
XM_011414560.3	3277	3178	0	0
XM_011414561.3	3277	3178	0	0
XM_011414562.3	3268	3169	0	0
XM_011414563.3	3259	3160	2.00983e-07	6.80247e-08
XM_011414564.3	3250	3151	4.87532e-06	1.65481e-06
XM_011414565.3	3241	3142	0.000119346	4.06252e-05
XM_011414566.3	3232	3133	0.00294847	0.00100654
XM_011414567.3	3226	3127	0.0251389	0.00859831
XM_011414568.3	3785	3686	1	0.290161
XM_011414570.3	4538	4439	0.00373775	0.000900574
XM_011414571.3	4499	4400	71.9963	17.5006
XM_011414574.3	1564	1465	11	8.03063
XM_011414576.3	773	674	8	12.6948
XM_011414577.3	2143	2044	0	0
XM_011414579.3	2471	2372	0	0
XM_011414582.3	3081	2982	0	0
XM_011414583.3	2807	2708	0	0
XM_011414584.3	2771	2672	0	0
XM_011414586.3	3108	3009	6.56147	2.33224
XM_011414587.3	2741	2642	0	0
XM_011414588.3	4328	4229	0	0
XM_011414589.3	2604	2505	12.3009	5.25197
XM_011414590.3	5340	5241	77.251	15.7647
XM_011414591.3	5329	5230	0.000170524	3.4872e-05
XM_011414594.3	972	873	8	9.801
XM_011414598.1	462	363	14	41.2492
XM_011414600.3	5728	5629	1.448	0.275126
XM_011414614.3	3988	3889	0	0
XM_011414615.3	3929	3830	124.986	34.9026
XM_011414616.3	3895	3796	0.0137712	0.00388007
XM_011414618.3	2021	1922	41	22.8152
XM_011414619.3	1349	1250	2	1.71125
XM_011414621.3	1129	1030	28.9577	30.0692
XM_011414622.3	3058	2959	0	0
XM_011414623.3	2690	2591	1.04232	0.430258
XM_011414624.3	1815	1716	14.9307	9.30585
XM_011414641.3	2221	2122	4.96884	2.50441
XM_011414644.3	2249	2150	0	0
XM_011414646.3	2617	2518	9	3.8228
XM_011414648.3	1251	1152	6	5.57049
XM_011414649.3	2035	1936	2.60565	1.43948
XM_011414651.3	2090	1991	30	16.1155
XM_011414652.3	1626	1527	24	16.81
XM_011414655.3	1033	934	79	90.4638
XM_011414657.3	3264	3165	12.1113	4.0927
XM_011414658.3	3768	3669	4.18716	1.22058
XM_011414659.3	3165	3066	0	0
XM_011414661.3	3076	2977	0	0
XM_011414663.3	2970	2871	4.10749e-07	1.53016e-07
XM_011414664.3	3013	2914	34.5411	12.6777
XM_011414668.3	3608	3509	16.8982	5.15052
XM_011414669.3	3257	3158	0	0
XM_011414676.3	3297	3198	0	0
XM_011414680.3	1790	1691	2	1.26497
XM_011414688.3	1606	1507	0	0
XM_011414689.3	1538	1439	27	20.0677
XM_011414690.3	656	557	0	0
XM_011414694.2	598	499	0	0
XM_011414697.3	2328	2229	2	0.959654
XM_011414698.3	2359	2260	2.99689e-05	1.41826e-05
XM_011414699.3	2353	2254	40.0059	18.983
XM_011414700.3	2348	2249	1.77547e-07	8.44341e-08
XM_011414701.3	2331	2232	64.9941	31.144
XM_011414703.3	2747	2648	0	0
XM_011414704.3	1005	906	0	0
XM_011414707.3	1831	1732	7	4.3226
XM_011414710.3	1545	1446	3.37405	2.49562
XM_011414711.3	10982	10883	8	0.786205
XM_011414712.3	3930	3831	35	9.77126
XM_011414715.3	3560	3461	0	0
XM_011414716.3	3273	3174	25.5846	8.62118
XM_011414717.3	3533	3434	26.4154	8.22719
XM_011414719.3	5243	5144	0	0
XM_011414720.3	3656	3557	0.0120327	0.00361804
